index,longitude,latitude,section,route,distance_miles,distance_kilometers,avg_time_to_complete
189,-4.5898615,56.0058402,1,Helensburgh to Balloch,9,14.4,1.5
190,-4.5896542,56.0059415,1,Helensburgh to Balloch,9,14.4,1.5
191,-4.5895681,56.0060523,1,Helensburgh to Balloch,9,14.4,1.5
192,-4.5895733,56.0062144,1,Helensburgh to Balloch,9,14.4,1.5
193,-4.5896544,56.006408,1,Helensburgh to Balloch,9,14.4,1.5
194,-4.5896342,56.0064804,1,Helensburgh to Balloch,9,14.4,1.5
195,-4.5894354,56.0066488,1,Helensburgh to Balloch,9,14.4,1.5
196,-4.5893512,56.0066969,1,Helensburgh to Balloch,9,14.4,1.5
197,-4.5889228,56.006844,1,Helensburgh to Balloch,9,14.4,1.5
198,-4.5888708,56.0069258,1,Helensburgh to Balloch,9,14.4,1.5
199,-4.5887345,56.0069924,1,Helensburgh to Balloch,9,14.4,1.5
200,-4.5882821,56.0072418,1,Helensburgh to Balloch,9,14.4,1.5
201,-4.5880086,56.0072595,1,Helensburgh to Balloch,9,14.4,1.5
202,-4.5869737,56.0066761,1,Helensburgh to Balloch,9,14.4,1.5
203,-4.5866358,56.0063143,1,Helensburgh to Balloch,9,14.4,1.5
204,-4.586622,56.0061969,1,Helensburgh to Balloch,9,14.4,1.5
205,-4.5865077,56.0060395,1,Helensburgh to Balloch,9,14.4,1.5
206,-4.5859874,56.0058093,1,Helensburgh to Balloch,9,14.4,1.5
207,-4.5852634,56.0053827,1,Helensburgh to Balloch,9,14.4,1.5
208,-4.5844819,56.0047597,1,Helensburgh to Balloch,9,14.4,1.5
209,-4.5838305,56.0040891,1,Helensburgh to Balloch,9,14.4,1.5
210,-4.5834959,56.0039131,1,Helensburgh to Balloch,9,14.4,1.5
211,-4.5831614,56.0034351,1,Helensburgh to Balloch,9,14.4,1.5
212,-4.5828082,56.0032945,1,Helensburgh to Balloch,9,14.4,1.5
