index,longitude,latitude,section,route,distance_miles,distance_kilometers,avg_time_to_complete
3773,-3.0946566,55.9423663,8,Edinburgh to Prestonpans,10,16,2.5
3774,-3.0945687,55.9423917,8,Edinburgh to Prestonpans,10,16,2.5
3775,-3.0944699,55.9424142,8,Edinburgh to Prestonpans,10,16,2.5
3776,-3.0944079,55.9424255,8,Edinburgh to Prestonpans,10,16,2.5
3777,-3.0943347,55.9424354,8,Edinburgh to Prestonpans,10,16,2.5
3778,-3.0942684,55.942451,8,Edinburgh to Prestonpans,10,16,2.5
3779,-3.0941834,55.9424828,8,Edinburgh to Prestonpans,10,16,2.5
3780,-3.0940355,55.9425328,8,Edinburgh to Prestonpans,10,16,2.5
3781,-3.0937996,55.9425972,8,Edinburgh to Prestonpans,10,16,2.5
3782,-3.0931481,55.9427645,8,Edinburgh to Prestonpans,10,16,2.5
3783,-3.0928582,55.9428318,8,Edinburgh to Prestonpans,10,16,2.5
3784,-3.0926775,55.9428703,8,Edinburgh to Prestonpans,10,16,2.5
3785,-3.0925415,55.9429014,8,Edinburgh to Prestonpans,10,16,2.5
3786,-3.0924758,55.9429197,8,Edinburgh to Prestonpans,10,16,2.5
3787,-3.0924106,55.9429459,8,Edinburgh to Prestonpans,10,16,2.5
3788,-3.0922993,55.9430048,8,Edinburgh to Prestonpans,10,16,2.5
3789,-3.0922274,55.9430403,8,Edinburgh to Prestonpans,10,16,2.5
3790,-3.0921347,55.9430838,8,Edinburgh to Prestonpans,10,16,2.5
3791,-3.0920669,55.9431103,8,Edinburgh to Prestonpans,10,16,2.5
3792,-3.0919251,55.9431781,8,Edinburgh to Prestonpans,10,16,2.5
3793,-3.0917979,55.9432425,8,Edinburgh to Prestonpans,10,16,2.5
3794,-3.0916059,55.943326,8,Edinburgh to Prestonpans,10,16,2.5
3795,-3.0914518,55.9433897,8,Edinburgh to Prestonpans,10,16,2.5
3796,-3.0913844,55.9434226,8,Edinburgh to Prestonpans,10,16,2.5
3797,-3.0913367,55.9434486,8,Edinburgh to Prestonpans,10,16,2.5
3798,-3.0912996,55.9434656,8,Edinburgh to Prestonpans,10,16,2.5
